rq,treatment,control,scope,level,n,mean,ci_low,ci_high,p_value,win_rate,n_seeds,seed_std,seeds_favouring
RQ1,Regime-Aware PPO,POV,ALL,seed,5,1.8211175424029626,,,,0.2,5.0,4.361636062397089,1.0
RQ1,Regime-Aware PPO,POV,high_volatility,window,150,2.3472322465466715,-2.3674571721609086,7.06965113314204,0.5908928598208717,0.48,,,
RQ1,Regime-Aware PPO,POV,high_volatility,seed,5,2.347232246546672,,,,0.4,5.0,4.86271260284896,2.0
RQ1,Regime-Aware PPO,POV,liquidity_shock,window,150,-0.1907538205803887,-1.553657825946832,1.0702149639068403,0.9932634787303191,0.49333333333333335,,,
RQ1,Regime-Aware PPO,POV,liquidity_shock,seed,5,-0.1907538205803887,,,,0.6,5.0,1.1201558642190392,3.0
RQ1,Regime-Aware PPO,POV,low_liquidity,window,150,-0.8363285712128606,-2.7991639622147164,1.0449137895295637,0.023249380610670042,0.64,,,
RQ1,Regime-Aware PPO,POV,low_liquidity,seed,5,-0.8363285712128604,,,,0.8,5.0,1.6770289127244316,4.0
RQ1,Regime-Aware PPO,POV,normal,window,150,-0.5579752144418211,-2.586200698604801,1.5076502486273229,0.02848729996617435,0.6,,,
RQ1,Regime-Aware PPO,POV,normal,seed,5,-0.5579752144418211,,,,0.6,5.0,1.872557805277998,3.0
RQ1,Regime-Aware PPO,POV,regime_transition,window,150,6.07432859827309,-1.4484341847392612,13.402074987859706,0.30963715927083535,0.48,,,
RQ1,Regime-Aware PPO,POV,regime_transition,seed,5,6.074328598273089,,,,0.2,5.0,12.369545447032776,1.0
RQ1,Regime-Aware PPO,POV,stress,window,150,4.090202015833083,-2.646309459150326,10.320137047655807,0.49879666227303676,0.52,,,
RQ1,Regime-Aware PPO,POV,stress,seed,5,4.090202015833084,,,,0.2,5.0,7.05330663269408,1.0
RQ1,Regime-Aware PPO,POV,TURBULENT,window,600,3.0802522600181144,0.4661466021137908,5.785807507874174,0.3967338287216654,0.49333333333333335,,,
RQ1,Regime-Aware PPO,POV,TURBULENT,seed,5,3.0802522600181144,,,,0.2,5.0,5.708228875861145,1.0
RQ2,Regime-Aware DQN,DQN,ALL,window,900,-0.6320327050823791,-1.7207727652012383,0.3619082464680715,0.4427885068280919,0.5211111111111111,,,
RQ2,Regime-Aware DQN,DQN,ALL,seed,5,-0.6320327050823792,,,,0.6,5.0,2.192771343416682,3.0
RQ2,Regime-Aware DQN,DQN,high_volatility,window,150,-0.8572983013485597,-2.6425557842994913,0.8912460251965939,0.38142934333937073,0.54,,,
RQ2,Regime-Aware DQN,DQN,high_volatility,seed,5,-0.8572983013485599,,,,0.6,5.0,1.9962478854221082,3.0
RQ2,Regime-Aware DQN,DQN,liquidity_shock,window,150,-0.8248742867318302,-3.9704431871470702,1.5544592912806854,0.6790859129931514,0.5466666666666666,,,
RQ2,Regime-Aware DQN,DQN,liquidity_shock,seed,5,-0.8248742867318303,,,,0.6,5.0,3.8193405613977887,3.0
RQ2,Regime-Aware DQN,DQN,low_liquidity,window,150,-1.2624533338230084,-4.81071530041105,0.8246866719198673,0.9319681200413379,0.5066666666666667,,,
RQ2,Regime-Aware DQN,DQN,low_liquidity,seed,5,-1.2624533338230086,,,,0.4,5.0,4.447548407665595,2.0
RQ2,Regime-Aware DQN,DQN,normal,window,150,-0.05169745307198104,-1.868371221081454,1.8953268119457012,0.4928609765545352,0.5066666666666667,,,
RQ2,Regime-Aware DQN,DQN,normal,seed,5,-0.05169745307198128,,,,0.4,5.0,1.2725865000097054,2.0
RQ2,Regime-Aware DQN,DQN,regime_transition,window,150,-0.48069643430275893,-4.0980240536177615,3.000649505173769,0.9528712291946972,0.5333333333333333,,,
