strategy_name,scenario,seed,implementation_shortfall_bps,execution_cost,market_impact_cost,total_transaction_fees,completion_rate,average_execution_price,arrival_price,vwap_slippage_bps,terminal_penalty,turnover,reward_total,action_0_pct,action_1_pct,action_2_pct,action_3_pct
DQN (shuffled regime),liquidity_shock,42,18.287346321685796,11714.942546583854,425.72358371099835,15.169559648909418,0.9717092596317297,142.01458305725956,141.76443361111959,28.873470282799794,2427.6043311253025,4309562.945859724,,,,,
PPO,liquidity_shock,42,13.256494234058774,9358.284679854853,398.4087569068054,12.098184154200684,0.8227689119999022,141.87280209808594,141.76443361111959,18.957162431157563,9859.282371896876,3430180.897546439,,,,,
Regime-Aware PPO,liquidity_shock,42,22.579169588140225,13318.217301580133,402.35727586313294,15.810949256842893,0.9996473591753968,142.08233128702736,141.76443361111959,33.69436908391346,56.48908200271495,4494888.298760488,,,,,
PPO (shuffled regime),liquidity_shock,42,31.299407853969562,18103.578990734346,247.0757564474508,10.457762159879971,0.7266805634145157,141.9352346699232,141.76443361111959,23.35847081256481,16425.71872401835,2967119.951947882,,,,,
TWAP,stress,42,-7.375968488299469,46517.99787254447,18336.03969972961,242.66519472087293,0.9995538698470774,133.7189448973047,133.84247629968294,34.749641085664585,570.8105204088613,64876779.12011097,,,,,
VWAP,stress,42,-8.359980404906393,38026.239654167584,18611.373253582224,242.78620324358866,1.0,133.70689588203902,133.84247629968294,33.895924261389894,0.0,64901004.69180672,,,,,
POV,stress,42,14.056587774892302,151334.62405402403,24380.87304437832,242.78620324358866,1.0,134.0202606205704,133.84247629968294,33.17742525927379,0.0,65014313.0762066,,,,,
DQN,stress,42,190.4093396236075,1244107.9392526175,1447.006493210655,27.887508429533938,0.114253224500279,133.7975977655954,133.84247629968294,41.10476086953467,1242129.119353487,7444360.105944323,,,,,
Regime-Aware DQN,stress,42,201.45971826596423,1320023.545338302,607.6453784954131,14.563427520902048,0.06222283700805244,127.06754461100559,133.84247629968294,40.41409689413218,1318381.7660320282,3890342.870241929,,,,,
DQN (shuffled regime),stress,42,199.83144175056412,1311489.1298066603,797.52145563197,15.771536375444313,0.06840216872161717,133.8756679353322,133.84247629968294,46.89098331532061,1311813.2414121171,4208971.528527853,,,,,
PPO,stress,42,-7.984602693419174,49074.84855689486,19894.838705604492,242.78620324358866,1.0,133.71330767910376,133.84247629968294,34.20936322836017,0.0,64912053.30070945,,,,,
Regime-Aware PPO,stress,42,-19.352114288625717,-17169.741314412615,19648.55078692361,242.18552603179236,0.9981157068704987,133.5511207842275,133.84247629968294,22.155127748392555,2513.460689539983,64688600.849780954,,,,,
PPO (shuffled regime),stress,42,-10.530675393143763,62164.745083178146,20753.12839300953,223.30011083490885,0.9336297659168405,133.53487388669743,133.84247629968294,20.823886862565285,117208.3854597559,59684020.878992185,,,,,
TWAP,stress,2024,58.626861316657916,444858.4797707191,23524.909082602233,240.77835400961357,0.9998588841042307,184.86322884891098,183.81695728992148,29.576717102956696,132.40662248803932,88995685.26506391,,,,,
VWAP,stress,2024,59.90450994710096,461390.68228082045,24083.45443186969,240.82495956088238,1.0,184.88750653129495,183.81695728992148,30.901057616452494,0.0,89031217.85404955,,,,,
POV,stress,2024,35.137253108820765,263934.1040104221,31830.269846713858,240.82495956088232,1.0,184.4495888708174,183.81695728992148,30.855933650908298,0.0,88833761.27577914,,,,,
DQN,stress,2024,231.14416331641422,2089072.5219914888,214.45459107742667,2.878896615166787,0.01285202802284803,111.40571938468752,183.81695728992148,2.751526692403135,2090747.4519321993,1074684.8181111536,,,,,
Regime-Aware DQN,stress,2024,154.47971202838076,1404381.9803030437,11969.501988563174,125.36484987459846,0.5449578493712367,184.70301314861572,183.81695728992148,19.820700264505092,1350515.966529088,47153502.74700376,,,,,
DQN (shuffled regime),stress,2024,220.61919110992707,1988142.3257374112,1242.6580825968913,17.240947627866877,0.07233526279074046,184.35574366441088,183.81695728992148,1.9177013251816846,1986337.464539339,6452693.346954065,,,,,
PPO,stress,2024,71.07084768500769,554667.2688933833,28008.915443612863,239.29063140115355,0.9954341126180293,185.0760154789005,183.81695728992148,40.819769982662415,23071.79281254514,88562008.4654604,,,,,
Regime-Aware PPO,stress,2024,57.0535098978411,438992.44481868966,24848.27229469018,240.82495956088232,1.0,184.8381856478632,183.81695728992148,28.04403295510746,0.0,89008819.61658742,,,,,
PPO (shuffled regime),stress,2024,60.199626671025996,457282.6112846204,25131.123217662687,240.82495956088232,1.0,184.8973141615611,183.81695728992148,31.007158999119504,0.0,89027109.78305337,,,,,
TWAP,high_volatility,2024,34.94594424632014,167164.41517312534,13023.233884686177,215.6894628093848,1.0,167.0082801883115,166.45716100908916,29.21626133184983,0.0,71918978.21832511,,,,,
VWAP,high_volatility,2024,36.23705335825599,183038.88368944987,13198.963155533707,215.6894628093848,1.0,167.0295231326715,166.45716100908916,30.569479022503394,0.0,71934852.68684144,,,,,
POV,high_volatility,2024,27.788548093965055,148161.2026363238,17285.307315875198,215.6894628093848,1.0,166.90225123690374,166.45716100908916,29.085508247016985,0.0,71899975.00578831,,,,,
DQN,high_volatility,2024,39.34169514534723,185220.47980911256,14248.23488331528,215.6894628093849,1.0,167.07821826477237,166.45716100908916,33.35613718662339,0.0,71937034.28296112,,,,,
Regime-Aware DQN,high_volatility,2024,38.39231322511771,170339.39122802,17746.791088476304,215.6894628093848,1.0,167.0607392842855,166.45716100908916,31.63654766781176,0.0,71922153.19437999,,,,,
DQN (shuffled regime),high_volatility,2024,30.031102244825366,152634.32952655345,16663.21543964844,215.59113534180514,0.9995795656896549,166.93029329879724,166.45716100908916,24.500693108139252,1573.2128832918304,71871750.81883107,,,,,
